,거래소코드,회계년도,종가,상장주식수,시가총액
1129,066910,2014/12,2900,21896161,63498866900
1129,089470,2021/12,5950,31900000,189805000000
1129,096640,2015/12,5100,17977151,91683470100
1129,106190,2016/12,14900,7088782,105622851800
1129,214430,2020/12,21600,7106760,153506016000
1130,001260,2019/12,11300,9828611,111063304300
1130,003060,2014/12,410,154779894,63459756540
1130,005305,2011/12,372000,120000,44640000000
1130,034810,2018/12,10450,9780000,102201000000
1130,036170,2012/12,1375,36403689,50055072375
1130,059210,2016/12,4825,21874423,105544090975
1130,065060,2013/12,1250,42642792,53303490000
1130,089230,2015/12,20000,4579699,91593980000
1130,103590,2021/12,5110,37080390,189480792900
1130,170920,2017/12,14250,7519943,107159187750
1130,322510,2020/12,10150,15094489,153209063350
1131,000590,2015/12,79300,1154482,91550422600
1131,004270,2020/12,4225,36212160,152996376000
1131,005010,2017/12,15450,6918617,106892632650
1131,010960,2012/12,2000,25000000,50000000000
1131,023760,2018/12,607,168209576,102103212632
1131,039310,2014/12,3500,18121667,63425834500
1131,045970,2016/12,6570,16022501,105267831570
1131,052790,2021/12,16700,11330638,189221654600
1131,058610,2011/12,3335,13376992,44612268320
1131,106080,2013/12,4995,10643911,53166335445
1131,217480,2019/12,4950,22415066,110954576700
1132,016090,2018/12,2305,44282310,102070724550
1132,017900,2021/12,3260,57943763,188896667380
1132,032960,2013/12,10200,5196850,53007870000
1132,053620,2011/12,5160,8600000,44376000000
1132,084730,2017/12,10250,10425682,106863240500
1132,096040,2015/12,912,100202285,91384483920
1132,124500,2019/12,6850,16190925,110907836250
1132,137400,2014/12,8340,7600000,63384000000
1132,155650,2016/12,10650,9865093,105063240450
1132,168490,2020/12,1900,80020000,152038000000
1132,900060,2012/12,2500,20000000,50000000000
1133,001210,2015/12,13200,6916051,91291873200
1133,002900,2017/12,1630,65388900,106583907000
1133,006890,2012/12,4310,11600000,49996000000
1133,021080,2014/12,1315,48000000,63120000000
1133,023800,2018/12,6730,15160128,102027661440
1133,068790,2013/12,2665,19887423,52999982295
1133,074610,2020/12,3590,42310049,151893075910
1133,085370,2011/12,4380,10120041,44325779580
1133,142280,2019/12,5250,21117283,110865735750
1133,205100,2016/12,3505,29928452,104899224260
1133,377480,2021/12,31250,6044583,188893218750
1134,004080,2017/12,11100,9600000,106560000000
1134,008870,2011/12,44300,1000000,44300000000
1134,013870,2020/12,7950,19072280,151624626000
1134,019770,2016/12,9000,11650000,104850000000
1134,041020,2015/12,4900,18618160,91228984000
1134,047820,2012/12,1950,25612180,49943751000
1134,082660,2013/12,4885,10816922,52840663970
1134,082800,2018/12,1440,70408639,101388440160
1134,085670,2021/12,7790,24209753,188593975870
1134,160550,2019/12,3970,27906106,110787240820
1134,200230,2014/12,12550,5022000,63026100000
1135,005420,2014/12,4800,13102159,62890363200
1135,006090,2012/12,11450,4360000,49922000000
1135,011370,2020/12,1500,100894865,151342297500
1135,039440,2015/12,7260,12558670,91175944200
1135,051390,2013/12,4650,11355368,52802461200
1135,053290,2021/12,11400,16526307,188399899800
1135,097870,2011/12,7630,5800000,44254000000
1135,109610,2019/12,4440,24949345,110775091800
1135,142280,2016/12,10950,9560000,104682000000
1135,173940,2017/12,7410,14364880,106443760800
1135,222110,2018/12,10500,9641781,101238700500
1136,001810,2012/12,2250,22137500,49809375000
1136,012160,2017/12,1240,85826509,106424871160
1136,014970,2020/12,9990,15125000,151098750000
1136,024800,2015/12,4010,22723235,91120172350
1136,041590,2018/12,2275,44474790,101180147250
1136,047080,2011/12,2015,21959452,44248295780
1136,059210,2013/12,3085,17100356,52754598260
1136,084730,2014/12,7810,7995503,62444878430
1136,215200,2016/12,45000,2324376,104596920000
1136,215360,2021/12,20600,9132163,188122557800
1136,256630,2019/12,2035,54340687,110583298045
1137,001340,2019/12,2460,44918407,110499281220
1137,003080,2011/12,22050,2002000,44144100000
1137,008260,2013/12,1855,28426850,52731806750
1137,014710,2017/12,6180,17218543,106410595740
1137,033560,2021/12,11000,17100000,188100000000
1137,050540,2012/12,2455,20286141,49802476155
1137,065650,2014/12,2525,24674353,62302741325
1137,102280,2020/12,630,239359627,150796565010
1137,128820,2016/12,4340,24087955,104541724700
1137,140670,2018/12,11100,9103140,101044854000
1137,199800,2015/12,16800,5418686,91033924800
1138,001620,2014/12,2360,26334520,62149467200
1138,005750,2017/12,6380,16672240,106368891200
1138,016090,2019/12,2495,44282310,110484363450
1138,019990,2011/12,5650,7804870,44097515500
1138,037330,2020/12,3435,43885224,150745744440
1138,042110,2012/12,1030,48329564,49779450920
1138,043200,2015/12,5190,17449268,90561700920
1138,048470,2018/12,10100,10000000,101000000000
1138,071670,2016/12,10450,10000000,104500000000
1138,091580,2013/12,4665,11295050,52691408250
1138,105330,2021/12,15500,12135382,188098421000
1139,001570,2018/12,2335,43226540,100933970900
1139,002900,2013/12,8040,6538890,52572675600
1139,028100,2015/12,7870,11500000,90505000000
1139,035610,2019/12,4040,27345997,110477827880
1139,039230,2011/12,1210,36427443,44077206030
1139,065150,2017/12,1315,80808407,106263055205
1139,071280,2016/12,12700,8224402,104449905400
1139,072130,2014/12,4705,13195454,62084611070
1139,101000,2012/12,4930,10084625,49717201250
1139,130580,2020/12,9780,15400000,150612000000
1139,28513K,2021/12,88900,2115429,188061638100
1140,001045,2011/12,19500,2260223,44074348500
1140,004450,2018/12,46850,2154379,100932656150
1140,024890,2017/12,2575,41249152,106216566400
1140,027740,2016/12,894,116725477,104352576438
1140,035620,2012/12,1500,33129954,49694931000
1140,036220,2015/12,10400,8696659,90445253600
1140,049080,2021/12,2365,79243240,187410262600
1140,049480,2013/12,1700,30907383,52542551100
1140,092440,2019/12,3775,29200000,110230000000
1140,138690,2014/12,8360,7415298,61991891280
1140,205100,2020/12,4445,33882273,150606703485
1141,008700,2014/12,801,77124820,61776980820
1141,009300,2018/12,15800,6370000,100646000000
1141,024840,2013/12,517,101207480,52324267160
1141,032540,2011/12,3375,13054740,44059747500
1141,040300,2016/12,2480,42000000,104160000000
1141,041910,2020/12,12650,11898263,150513026950
1141,059210,2015/12,4200,21519436,90381631200
1141,066310,2012/12,6000,8278230,49669380000
1141,088290,2021/12,8270,22636305,187202242350
1141,259630,2017/12,20750,5111890,106071717500
1141,322510,2019/12,7390,14894862,110073030180
1142,001570,2017/12,2480,42710111,105921075280
1142,003160,2019/12,3490,31496785,109923779650
1142,003160,2020/12,4775,31496785,150397148375
1142,024900,2012/12,15250,3256498,49661594500
1142,044450,2011/12,3800,11592940,44053172000
1142,045660,2013/12,3845,13600000,52292000000
1142,063570,2021/12,5480,34147728,187129549440
1142,096610,2014/12,7600,8120970,61719372000
1142,123260,2015/12,10850,8327769,90356293650
1142,127710,2016/12,4120,25244030,104005403600
1142,228340,2018/12,5030,20000000,100600000000
1143,000040,2013/12,438,119341379,52271524002
1143,002630,2020/12,1265,118569966,149991006990
1143,009070,2021/12,6220,30000000,186600000000
1143,012030,2015/12,4955,18212632,90243591560
1143,014990,2016/12,1760,58932995,103722071200
1143,035620,2011/12,1470,29756793,43742485710
1143,036810,2017/12,5440,19465373,105891629120
1143,039420,2012/12,2050,24154730,49517196500
1143,042420,2018/12,11350,8856866,100525429100
1143,079000,2014/12,11800,5200000,61360000000
1143,138610,2019/12,11100,9902979,109923066900
1144,000700,2020/12,5740,26041812,149480000880
1144,003100,2019/12,16600,6600000,109560000000
1144,016570,2011/12,20700,2108947,43655202900
1144,047820,2014/12,2390,25612180,61213110200
1144,053620,2016/12,12050,8600000,103630000000
1144,053700,2012/12,5170,9564676,49449374920
1144,058610,2015/12,5570,16182026,90133884820
1144,066620,2018/12,13400,7500000,100500000000
1144,079660,2013/12,7300,7160000,52268000000
1144,204630,2017/12,3700,28613475,105869857500
1144,215090,2021/12,2320,80294434,186283086880
1145,002070,2012/12,7200,6867945,49449204000
1145,003960,2020/12,16300,9164467,149380812100
1145,004980,2011/12,2280,19146255,43653461400
1145,024830,2013/12,6230,8350000,52020500000
1145,037350,2017/12,6840,15470000,105814800000
1145,049430,2016/12,11450,9048000,103599600000
1145,076610,2015/12,5400,16675000,90045000000
1145,082800,2021/12,1095,169906834,186047983230
1145,114810,2018/12,7490,13415919,100485233310
1145,119860,2014/12,9230,6624911,61147928530
1145,200470,2019/12,6240,17553680,109534963200
1146,001340,2020/12,3315,44918407,148904519205
1146,032040,2011/12,2750,15849011,43584780250
1146,038070,2013/12,10400,5000000,52000000000
1146,064090,2018/12,1680,59763437,100402574160
1146,066980,2019/12,690,158418281,109308613890
1146,078890,2012/12,4910,10063017,49409413470
1146,085810,2017/12,4975,21223160,105585221000
1146,090360,2015/12,11500,7800000,89700000000
1146,122350,2021/12,4835,38339428,185371134380
1146,145270,2016/12,2545,40633150,103411366750
1146,153360,2014/12,3785,16149790,61126955150
1147,004560,2020/12,9870,15078811,148827864570
1147,008700,2021/12,2400,77124820,185099568000
1147,009780,2016/12,11750,8800000,103400000000
1147,023350,2011/12,3970,10950000,43471500000
1147,049480,2017/12,3360,31422383,105579206880
1147,052290,2013/12,2520,20618842,51959481840
1147,053620,2012/12,5740,8600000,49364000000
1147,092440,2018/12,3435,29200000,100302000000
1147,149940,2014/12,6220,9816000,61055520000
1147,182360,2019/12,4110,26573767,109218182370
1147,225850,2015/12,29400,3049000,89640600000
1148,000650,2013/12,36300,1429220,51880686000
1148,000910,2014/12,3900,15611619,60885314100
1148,003610,2012/12,11650,4231409,49295914850
1148,004780,2017/12,6630,15903199,105438209370
1148,013870,2015/12,4700,19072280,89639716000
1148,051710,2011/12,2100,20673053,43413411300
1148,068930,2018/12,4465,22444723,100215688195
1148,094850,2021/12,13200,14000000,184800000000
1148,137950,2020/12,6680,22267814,148748997520
1148,149950,2016/12,6600,15607500,103009500000
1148,226360,2019/12,3720,29352025,109189533000
1149,009770,2015/12,35800,2499971,89498961800
1149,022220,2019/12,2105,51794579,109027588795
1149,032940,2011/12,4040,10728500,43343140000
1149,038060,2020/12,3115,47718750,148643906250
1149,045970,2018/12,5100,19616014,100041671400
1149,048430,2012/12,4265,11520000,49132800000
1149,049470,2016/12,1225,84077403,102994818675
1149,068940,2014/12,4880,12471889,60862818320
1149,078935,2013/12,29000,1784826,51759954000
1149,088910,2017/12,4075,25831764,105264438300
1149,304840,2021/12,16400,11244940,184417016000
1150,009190,2011/12,801,54108544,43340943744
1150,009460,2020/12,2490,59667486,148572040140
1150,014280,2018/12,20600,4855964,100032858400
1150,019770,2014/12,5210,11650000,60696500000
1150,023350,2013/12,4720,10950000,51684000000
1150,038160,2017/12,9500,11077521,105236449500
1150,079960,2016/12,13100,7860000,102966000000
1150,094860,2012/12,2950,16590339,48941500050
1150,122310,2019/12,22150,4920362,108986018300
1150,170920,2015/12,13100,6830288,89476772800
1150,187420,2021/12,8170,22499010,183816911700
1151,009320,2018/12,2095,47646375,99819155625
1151,024830,2011/12,5190,8350000,43336500000
1151,032790,2017/12,7370,14266629,105145055730
1151,053660,2014/12,3795,15943118,60504132810
1151,095910,2015/12,7940,11263242,89430141480
1151,122690,2012/12,3300,14782475,48782167500
1151,185490,2020/12,12750,11649149,148526649750
1151,206560,2016/12,9460,10878644,102911972240
1151,264900,2019/12,8690,12523850,108832256500
1151,352480,2021/12,18350,10013941,183755817350
1151,900090,2013/12,1290,40000000,51600000000
1152,003925,2013/12,309000,166662,51498558000
1152,038110,2011/12,2280,19000000,43320000000
1152,039610,2018/12,13700,7280000,99736000000
1152,058400,2021/12,1385,132429720,183415162200
1152,058630,2016/12,5380,19107750,102799695000
1152,058860,2017/12,3020,34802000,105102040000
1152,064520,2012/12,1370,35557621,48713940770
1152,065650,2020/12,3985,37199870,148241481950
1152,091590,2014/12,5150,11740000,60461000000
1152,108675,2015/12,86600,1032330,89399778000
1152,227840,2019/12,11950,9100836,108754990200
1153,005190,2016/12,19350,5304983,102651421050
1153,007330,2021/12,12150,15082800,183256020000
1153,010960,2015/12,3575,25000000,89375000000
1153,012280,2014/12,1280,47194666,60409172480
1153,021050,2013/12,1840,27974590,51473245600
1153,028300,2011/12,2310,18715510,43232828100
1153,035000,2019/12,6550,16567409,108516528950
1153,050110,2018/12,1725,57814825,99730573125
1153,106080,2012/12,6850,7100314,48637150900
1153,108380,2020/12,15450,9567333,147815294850
1153,163560,2017/12,8310,12640000,105038400000
1154,006390,2011/12,5880,7344000,43182720000
1154,008260,2012/12,1710,28426850,48609913500
1154,017480,2014/12,3825,15702890,60063554250
1154,039340,2019/12,4715,23000000,108445000000
1154,071930,2013/12,2110,24374201,51429564110
1154,079950,2015/12,3840,23200000,89088000000
1154,080000,2018/12,2905,34322870,99707937350
1154,101160,2017/12,6360,16510993,105009915480
1154,190510,2020/12,21500,6871090,147728435000
1154,190510,2021/12,13300,13742180,182770994000
1154,210540,2016/12,9280,11041708,102467050240
1155,002600,2014/12,100000,600000,60000000000
1155,002760,2020/12,2455,59900000,147054500000
1155,012790,2013/12,6500,7900000,51350000000
1155,012860,2012/12,1800,27000000,48600000000
1155,033320,2015/12,4655,19114432,88977680960
1155,034300,2017/12,26250,4000000,105000000000
1155,064800,2019/12,1520,71310535,108392013200
1155,065420,2016/12,2045,50041595,102335061775
1155,069640,2018/12,7700,12909322,99401779400
1155,079940,2021/12,13500,13535684,182731734000
1155,117670,2011/12,10750,4016448,43176816000
1156,007820,2020/12,7320,20033946,146648484720
1156,031510,2014/12,2305,26000000,59930000000
1156,039340,2012/12,2110,23000000,48530000000
1156,046840,2011/12,993,43475408,43171080144
1156,052420,2021/12,2530,72167316,182583309480
1156,054040,2016/12,6360,16071290,102213404400
1156,066910,2013/12,2450,20873322,51139638900
1156,111870,2017/12,11050,9500000,104975000000
1156,120030,2018/12,79000,1257651,99354429000
1156,154040,2015/12,8060,11026516,88873718960
1156,257370,2019/12,17000,6370000,108290000000
1157,009440,2019/12,4820,22434980,108136603600
1157,013580,2015/12,9950,8930907,88862524650
1157,036010,2014/12,5130,11681000,59923530000
1157,037350,2011/12,2860,15000000,42900000000
1157,037400,2013/12,2145,23814000,51081030000
1157,053280,2016/12,5910,17200000,101652000000
1157,055490,2018/12,21050,4717650,99306532500
1157,064520,2017/12,1580,66419511,104942827380
1157,100700,2021/12,4155,43800000,181989000000
1157,117580,2020/12,5330,27500000,146575000000
1157,137950,2012/12,3635,13340000,48490900000
1158,007590,2015/12,6520,13617577,88786602040
1158,009270,2016/12,1595,63303370,100968875150
1158,033100,2019/12,6730,16062409,108100012570
1158,039420,2014/12,2470,24154730,59662183100
1158,046970,2012/12,6980,6940000,48441200000
1158,082210,2018/12,4400,22560627,99266758800
1158,100090,2013/12,3990,12800000,51072000000
1158,111110,2017/12,13100,8000000,104800000000
1158,131220,2011/12,7760,5525130,42875008800
1158,347890,2020/12,17450,8399102,146564329900
1158,367000,2021/12,22000,8269707,181933554000
1159,001840,2011/12,2985,14352000,42840720000
1159,007280,2021/12,3415,53242476,181823055540
1159,012410,2012/12,3875,12499293,48434760375
1159,015590,2020/12,645,227211638,146551506510
1159,019550,2014/12,368,162066575,59640499600
1159,024890,2013/12,1585,32176667,51000017195
1159,036200,2018/12,3235,30664223,99198761405
1159,093190,2019/12,5590,19238905,107545478950
1159,137400,2015/12,11650,7600000,88540000000
1159,189300,2017/12,14500,7217437,104652836500
1159,189980,2016/12,13750,7341291,100942751250
1160,004080,2018/12,10300,9600000,98880000000
1160,004960,2021/12,15700,11570702,181660021400
1160,004970,2020/12,9140,16000000,146240000000
1160,006980,2016/12,3260,30900000,100734000000
1160,018500,2015/12,2580,34290117,88468501860
1160,039290,2013/12,5860,8693978,50946711080
1160,094860,2011/12,2940,14553635,42787686900
1160,101170,2014/12,4400,13500000,59400000000
1160,102120,2012/12,2765,17459653,48275940545
1160,120030,2017/12,83000,1257651,104385033000
1160,214270,2019/12,1130,94884239,107219190070
1161,006805,2015/12,6270,14075750,88254952500
1161,007110,2020/12,1885,77456610,146005709850
1161,023600,2012/12,34400,1400000,48160000000
1161,027580,2016/12,3705,27147587,100581809835
1161,031510,2018/12,3800,26000000,98800000000
1161,036010,2013/12,4355,11681000,50870755000
1161,048910,2014/12,6410,9248150,59280641500
1161,048910,2017/12,8270,12578946,104027883420
1161,058730,2019/12,6960,15400000,107184000000
1161,114450,2011/12,2850,15000000,42750000000
1161,334890,2021/12,5880,30872852,181532369760
1162,008800,2011/12,7060,6038978,42635184680
1162,011300,2012/12,847,56857860,48158607420
