,거래소코드,회계년도,종가,상장주식수,시가총액
1689,053270,2013/12,1485,12859875,19096914375
1689,079000,2016/12,8180,6300000,51534000000
1689,109610,2015/12,6670,6200000,41354000000
1689,109740,2012/12,2575,6500000,16737500000
1689,182360,2017/12,1955,26573767,51951714485
1689,242040,2021/12,3000,34241700,102725100000
1689,252500,2019/12,2920,20743195,60570129400
1689,290120,2020/12,7470,10884299,81305713530
1690,014130,2018/12,4345,12000000,52140000000
1690,019660,2011/12,339,45602394,15459211566
1690,036260,2016/12,2600,19813435,51514931000
1690,037230,2014/12,914,25000000,22850000000
1690,066310,2017/12,6270,8278230,51904502100
1690,079170,2013/12,3665,5200000,19058000000
1690,086060,2012/12,2725,6130000,16704250000
1690,091590,2021/12,8700,11740000,102138000000
1690,092870,2019/12,6810,8883500,60496635000
1690,137950,2015/12,3100,13340000,41354000000
1690,225430,2020/12,2915,27887050,81290750750
1691,006200,2021/12,2180,46803136,102030836480
1691,007770,2016/12,14650,3510000,51421500000
1691,009620,2014/12,16300,1400000,22820000000
1691,036480,2019/12,15900,3800000,60420000000
1691,042110,2020/12,1680,48329564,81193667520
1691,049470,2018/12,539,96724499,52134504961
1691,051160,2012/12,1365,12156245,16593274425
1691,078350,2015/12,4130,10000000,41300000000
1691,079170,2011/12,2970,5200000,15444000000
1691,088290,2013/12,1520,12528669,19043576880
1691,126880,2017/12,3500,14823466,51882131000
1692,003720,2021/12,3000,34000000,102000000000
1692,043360,2014/12,2535,9000000,22815000000
1692,053330,2013/12,994,19086979,18972457126
1692,074150,2012/12,2175,7622063,16577987025
1692,082240,2011/12,4950,3119040,15439248000
1692,096610,2017/12,6370,8120970,51730578900
1692,109070,2016/12,800,64275865,51420692000
1692,114120,2019/12,918,65767892,60374924856
1692,118000,2018/12,2145,24298019,52119250755
1692,189980,2020/12,2115,38387127,81188773605
1692,204630,2015/12,2385,17265857,41179068945
1693,002200,2021/12,25500,4000000,102000000000
1693,023770,2012/12,1820,9097244,16556984080
1693,024060,2016/12,3425,15000000,51375000000
1693,025270,2013/12,23650,800000,18920000000
1693,071930,2014/12,562,40434755,22724332310
1693,082260,2011/12,4930,3119040,15376867200
1693,086250,2018/12,5370,9700000,52089000000
1693,109860,2017/12,7380,7000000,51660000000
1693,123570,2015/12,7480,5500000,41140000000
1693,148140,2019/12,7620,7920750,60356115000
1693,187220,2020/12,7410,10951507,81150666870
1694,011720,2015/12,1455,28031436,40785739380
1694,024850,2013/12,510,36828000,18782280000
1694,035460,2016/12,3520,14577340,51312236800
1694,046970,2018/12,2100,24791119,52061349900
1694,052900,2019/12,1285,46885499,60247866215
1694,065440,2012/12,1705,9658100,16467060500
1694,066690,2011/12,405,37833749,15322668345
1694,099220,2021/12,1915,53169438,101819473770
1694,104120,2014/12,1285,17626262,22649746670
1694,153490,2017/12,1035,49900000,51646500000
1694,273060,2020/12,1705,47552972,81077817260
1695,000087,2013/12,16600,1130138,18760290800
1695,025880,2015/12,3280,12423613,40749450640
1695,064090,2019/12,918,65561605,60185553390
1695,069510,2021/12,9330,10910000,101790300000
1695,079170,2012/12,3130,5200000,16276000000
1695,082250,2011/12,4910,3119040,15314486400
1695,090150,2016/12,5310,9658393,51286066830
1695,102210,2020/12,1100,73696405,81066045500
1695,104110,2014/12,1275,17626262,22473484050
1695,121850,2017/12,4900,10532840,51610916000
1695,215380,2018/12,2070,25109711,51977101770
1696,002680,2015/12,1950,20800000,40560000000
1696,004740,2013/12,585,32062969,18756836865
1696,010580,2012/12,586,27712680,16239630480
1696,016090,2021/12,2290,44282310,101406489900
1696,046110,2014/12,1875,11954227,22414175625
1696,053160,2017/12,8600,6000000,51600000000
1696,054090,2018/12,2080,24959232,51915202560
1696,067730,2016/12,5490,9340922,51281661780
1696,068060,2011/12,2810,5440000,15286400000
1696,123410,2020/12,2910,27841064,81017496240
1696,241520,2019/12,3310,18119383,59975157730
1697,008775,2013/12,24850,751879,18684193150
1697,012340,2017/12,1050,49125160,51581418000
1697,041020,2018/12,1385,37463160,51886476600
1697,049720,2011/12,1065,14300000,15229500000
1697,058370,2014/12,534,41950917,22401789678
1697,078940,2016/12,1795,28502164,51161384380
1697,086060,2015/12,4830,8347291,40317415530
1697,100220,2021/12,7800,12996741,101374579800
1697,123700,2019/12,3840,15604898,59922808320
1697,134060,2012/12,3405,4769250,16239296250
1697,252500,2020/12,3905,20743195,81002176475
1698,001140,2021/12,1570,64530543,101312952510
1698,002410,2011/12,1330,11406718,15170934940
1698,005670,2014/12,2795,8000000,22360000000
1698,033340,2017/12,1950,26412536,51504445200
1698,035450,2012/12,226,71707988,16206005288
1698,046310,2015/12,3520,11451000,40307520000
1698,052220,2018/12,2255,23000000,51865000000
1698,064510,2019/12,4475,13361083,59790846425
1698,067770,2013/12,2210,8396593,18556470530
1698,083450,2016/12,5490,9317745,51154420050
1698,093520,2020/12,5010,16163092,80977090920
1699,009810,2015/12,1190,33709316,40114086040
1699,009810,2018/12,638,81238723,51830305274
1699,010640,2012/12,1615,10000000,16150000000
1699,013810,2019/12,4075,14655470,59721040250
1699,033550,2011/12,1050,14393674,15113357700
1699,051390,2016/12,4500,11355368,51099156000
1699,054540,2017/12,3960,13000000,51480000000
1699,062860,2020/12,8200,9872720,80956304000
1699,141020,2013/12,3725,4977833,18542427925
1699,141070,2014/12,3905,5714280,22314263400
1699,297570,2021/12,2925,34621218,101267062650
1700,002220,2016/12,25000,2040000,51000000000
1700,011390,2012/12,15150,1056000,15998400000
1700,011390,2014/12,20800,1056000,21964800000
1700,041020,2020/12,2160,37463160,80920425600
1700,052860,2015/12,2755,14542351,40064177005
1700,056340,2011/12,292,51536146,15048554632
1700,072520,2017/12,1195,42949277,51324386015
1700,073010,2018/12,1430,36192257,51754927510
1700,117730,2019/12,10700,5579429,59699890300
1700,137940,2021/12,1290,78320992,101034079680
1700,140290,2013/12,1850,10000000,18500000000
1701,007630,2011/12,510,29467995,15028677450
1701,011390,2013/12,17500,1056000,18480000000
1701,021820,2020/12,8090,10000000,80900000000
1701,023460,2018/12,1390,37200000,51708000000
1701,037440,2019/12,4285,13922475,59657805375
1701,080030,2012/12,5050,3162200,15969110000
1701,115500,2017/12,4260,12000000,51120000000
1701,143540,2021/12,2265,44599895,101018762175
1701,179720,2014/12,1950,11250000,21937500000
1701,206950,2015/12,10000,4000000,40000000000
1701,250300,2016/12,2200,23121707,50867755400
1702,030270,2017/12,541,94475570,51111283370
1702,033430,2018/12,991,52155077,51685681307
1702,053950,2013/12,367,50192571,18420673557
1702,054920,2016/12,4065,12510016,50853215040
1702,079950,2019/12,2570,23200000,59624000000
1702,088290,2014/12,1750,12528669,21925170750
1702,093520,2011/12,955,15730092,15022237860
1702,096350,2020/12,494,163761009,80897938446
1702,119250,2012/12,297,53624900,15926595300
1702,144630,2015/12,12000,3333320,39999840000
1702,264850,2021/12,3480,29025672,101009338560
1703,000520,2015/12,7270,5500000,39985000000
1703,001420,2012/12,2185,7260000,15863100000
1703,002230,2021/12,5130,19669243,100903216590
1703,011230,2013/12,1580,11617800,18356124000
1703,014910,2018/12,2645,19486857,51542736765
1703,016790,2020/12,13150,6150486,80878890900
1703,045890,2017/12,1935,26355016,50996955960
1703,071280,2014/12,2660,8224402,21876909320
1703,101400,2011/12,2665,5600000,14924000000
1703,104540,2019/12,5630,10587341,59606729830
1703,131400,2016/12,3005,16906763,50804822815
1704,001465,2011/12,68800,215385,14818488000
1704,003010,2015/12,3140,12712747,39918025580
1704,040670,2014/12,233,93822211,21860575163
1704,049630,2021/12,1245,80827039,100629663555
1704,053060,2013/12,2995,6122200,18335989000
1704,069920,2012/12,1265,12529936,15850369040
1704,092870,2018/12,5780,8883500,51346630000
1704,109860,2020/12,11550,7000000,80850000000
1704,119500,2016/12,4210,12024680,50623902800
1704,215100,2017/12,3100,16448454,50990207400
1704,317870,2019/12,8010,7440555,59598845550
1705,003310,2018/12,1450,35392350,51318907500
1705,003610,2020/12,1910,42314090,80819911900
1705,005670,2013/12,2290,8000000,18320000000
1705,005820,2017/12,23150,2200000,50930000000
1705,006920,2016/12,4625,10920000,50505000000
1705,011230,2012/12,1360,11617800,15800208000
1705,019660,2014/12,1255,17401509,21838893795
1705,020180,2011/12,385,38428915,14795132275
1705,049430,2021/12,11100,9048000,100432800000
1705,196700,2015/12,5820,6849238,39862565160
1705,225430,2019/12,2785,21387050,59562934250
1706,009440,2021/12,4475,22434980,100396535500
1706,025820,2019/12,1780,33442000,59526760000
1706,032790,2020/12,4075,19828799,80802355925
1706,042940,2012/12,1045,15104785,15784500325
1706,054940,2013/12,714,25588220,18269989080
1706,082660,2015/12,3600,11046192,39766291200
1706,104040,2011/12,2800,5209200,14585760000
1706,130500,2014/12,3110,7000000,21770000000
1706,187270,2017/12,5100,9948613,50737926300
1706,203450,2016/12,3440,14679007,50495784080
1706,213090,2018/12,8380,6120788,51292203440
1707,004920,2011/12,9100,1600000,14560000000
1707,006580,2015/12,14800,2685000,39738000000
1707,008800,2020/12,1770,45628344,80762168880
1707,008830,2012/12,17550,898752,15773097600
1707,021050,2018/12,1080,47474590,51272557200
1707,039020,2019/12,2635,22584709,59510708215
1707,074150,2014/12,834,26042003,21719030502
1707,106520,2017/12,1475,34342127,50654637325
1707,122800,2013/12,4300,4200000,18060000000
1707,127710,2021/12,3320,30206408,100285274560
1707,213090,2016/12,9160,5500000,50380000000
1708,010580,2021/12,1530,65497372,100210979160
1708,040740,2011/12,265,54721426,14501177890
1708,049430,2020/12,8910,9048000,80617680000
1708,081970,2014/12,3770,5760000,21715200000
1708,083640,2015/12,6210,6394863,39712099230
1708,096870,2013/12,2790,6468930,18048314700
1708,104040,2018/12,1635,31301281,51177594435
1708,124500,2016/12,5380,9358232,50347288160
1708,206400,2019/12,713,83314615,59403320495
1708,233250,2017/12,29000,1746534,50649486000
1708,900100,2012/12,2245,7000000,15715000000
1709,000105,2014/12,91700,236188,21658439600
1709,000760,2017/12,18000,2800000,50400000000
1709,003465,2016/12,14400,3495285,50332104000
1709,004410,2019/12,176,337410000,59384160000
1709,005870,2020/12,5700,14116015,80461285500
1709,025530,2018/12,3425,14934008,51148977400
1709,036120,2013/12,506,35500000,17963000000
1709,051630,2015/12,3300,12000000,39600000000
1709,060230,2011/12,637,22725221,14475965777
1709,084180,2012/12,1915,8200000,15703000000
1709,222110,2021/12,9350,10671930,99782545500
1710,001420,2013/12,2450,7260000,17787000000
1710,005070,2015/12,2640,14987968,39568235520
1710,005900,2011/12,3605,4000000,14420000000
1710,038110,2021/12,2920,34169370,99774560400
1710,044480,2012/12,1825,8600000,15695000000
1710,054930,2019/12,19750,3000000,59250000000
1710,115500,2018/12,4255,12000000,51060000000
1710,136510,2014/12,4000,5400000,21600000000
1710,189690,2016/12,7360,6837896,50326914560
1710,193250,2020/12,1485,54147235,80408643975
1710,219750,2017/12,28200,1787219,50399575800
1711,001420,2011/12,1970,7260000,14302200000
1711,033310,2016/12,2290,21972411,50316821190
1711,043260,2020/12,1525,52696165,80361651625
1711,048870,2013/12,1140,15556674,17734608360
1711,067920,2017/12,4580,10996119,50362225020
1711,082240,2012/12,5020,3119040,15657580800
1711,089230,2014/12,951,22603443,21495874293
1711,096690,2019/12,1530,38660656,59150803680
1711,115480,2015/12,5940,6653229,39520180260
1711,117730,2018/12,9450,5399459,51024887550
1711,124500,2021/12,5010,19907333,99735738330
1712,004590,2011/12,9520,1500000,14280000000
1712,004590,2012/12,10400,1500000,15600000000
1712,005820,2016/12,22850,2200000,50270000000
1712,008800,2013/12,2900,6038978,17513036200
1712,010240,2014/12,3475,6161348,21410684300
1712,010770,2017/12,3435,14625466,50238475710
1712,031510,2020/12,2870,28000000,80360000000
1712,065560,2021/12,5770,17260625,99593806250
1712,067920,2015/12,3860,10228248,39481037280
1712,080470,2019/12,8100,7300000,59130000000
1712,275630,2018/12,9000,5662567,50963103000
1713,001770,2011/12,11550,1214878,14031840900
1713,007460,2015/12,3030,13022966,39459586980
1713,014350,2014/12,14500,1474575,21381337500
1713,024800,2020/12,2950,27213580,80280061000
1713,042600,2018/12,4100,12423574,50936653400
1713,082250,2012/12,4990,3119040,15564009600
1713,101330,2021/12,4155,23958188,99546271140
1713,147830,2019/12,5900,10000000,59000000000
1713,206950,2017/12,12500,4010000,50125000000
1713,217820,2016/12,10250,4900000,50225000000
1713,900100,2013/12,811,21527902,17459128522
1714,005030,2013/12,1330,13120400,17450132000
1714,011390,2011/12,13250,1056000,13992000000
1714,039240,2017/12,9960,5000000,49800000000
1714,042500,2018/12,3410,14936878,50934753980
1714,071950,2016/12,1625,30907210,50224216250
1714,082260,2012/12,4985,3119040,15548414400
1714,099410,2014/12,1950,10963002,21377853900
1714,139670,2015/12,5600,7016911,39294701600
1714,177830,2019/12,5430,10834424,58830922320
1714,309930,2021/12,4750,20933030,99431892500
1714,322780,2020/12,2340,34305674,80275277160
1715,003780,2015/12,3020,13000000,39260000000
1715,007120,2011/12,605,23090245,13969598225
1715,009190,2016/12,4075,12317933,50195576975
1715,023770,2020/12,9200,8703529,80072466800
1715,036120,2014/12,600,35500000,21300000000
1715,044960,2021/12,7850,12641883,99238781550
1715,052670,2012/12,1610,9600000,15456000000
1715,053050,2017/12,1660,29987597,49779411020
1715,079810,2013/12,2100,8300000,17430000000
1715,173130,2018/12,12650,4025902,50927660300
1715,317770,2019/12,19650,2992520,58803018000
1716,001360,2011/12,1830,7589733,13889211390
1716,007280,2016/12,2785,18020878,50188145230
1716,019990,2015/12,5030,7804870,39258496100
1716,025870,2012/12,3855,4000000,15420000000
1716,052460,2017/12,6180,8053968,49773522240
1716,063760,2019/12,11950,4910500,58680475000
1716,068050,2018/12,3700,13742997,50849088900
1716,073570,2013/12,1350,12910900,17429715000
1716,087600,2021/12,12150,8166558,99223679700
1716,104200,2020/12,5370,14827550,79623943500
1716,131100,2014/12,2720,7800000,21216000000
1717,024890,2019/12,1420,41249152,58573795840
1717,027580,2017/12,1830,27147587,49680084210
1717,036620,2012/12,1170,13086546,15311258820
1717,039670,2016/12,2970,16871321,50107823370
1717,058220,2013/12,1740,9998700,17397738000
1717,072770,2014/12,1330,15949683,21213078390
1717,094940,2011/12,3390,4085915,13851251850
1717,145270,2018/12,1150,44212673,50844573950
1717,210120,2015/12,22900,1700000,38930000000
1717,219420,2021/12,8640,11469507,99096540480
1717,338100,2020/12,4265,18660000,79584900000
1718,023460,2020/12,2135,37200000,79422000000
1718,032860,2015/12,2280,17069859,38919278520
1718,052460,2013/12,2145,8053968,17275761360
1718,056710,2011/12,248,55592019,13786820712
1718,066410,2017/12,805,61670933,49645101065
1718,070480,2012/12,1810,8404000,15211240000
1718,106240,2018/12,1350,37608487,50771457450
1718,150900,2016/12,6150,8142695,50077574250
1718,203690,2014/12,2010,10520000,21145200000
1718,214680,2021/12,1750,56624589,99093030750
1718,256940,2019/12,13650,4285630,58498849500
1719,001210,2017/12,7150,6916051,49449764650
1719,001770,2012/12,12450,1214878,15125231100
1719,013700,2016/12,11050,4515228,49893269400
1719,050860,2018/12,2900,17500000,50750000000
1719,058450,2014/12,2160,9780000,21124800000
1719,086060,2013/12,2540,6795188,17259777520
1719,119830,2015/12,7450,5209046,38807392700
1719,171010,2020/12,6840,11606968,79391661120
1719,237820,2021/12,7720,12827140,99025520800
1719,33626K,2019/12,4375,13364200,58468375000
1719,900100,2011/12,1965,7000000,13755000000
1720,002290,2014/12,1700,12400000,21080000000
1720,010470,2019/12,4990,11704050,58403209500
1720,016790,2021/12,16100,6150486,99022824600
1720,018620,2020/12,2875,27593398,79331019250
1720,046110,2015/12,3240,11954227,38731695480
1720,052670,2011/12,1430,9600000,13728000000
1720,069540,2016/12,6940,7169354,49755316760
1720,086670,2017/12,6060,8146529,49367965740
1720,095300,2013/12,1945,8828619,17171663955
1720,140910,2012/12,4165,3628735,15113681275
1720,234070,2018/12,14350,3533326,50703228100
1721,000500,2021/12,23800,4160347,99016258600
1721,001020,2018/12,935,54216966,50692863210
1721,001140,2019/12,2435,23966505,58358439675
1721,023960,2013/12,1685,10176982,17148214670
1721,069920,2011/12,1095,12529936,13720279920
1721,079810,2012/12,1810,8300000,15023000000
1721,119500,2015/12,3220,12024680,38719469600
1721,122800,2016/12,2300,21584960,49645408000
1721,205500,2014/12,2000,10520000,21040000000
1721,215380,2017/12,2275,21697443,49361682825
1721,313760,2020/12,16300,4862000,79250600000
1722,006580,2016/12,18400,2685000,49404000000
1722,007590,2021/12,7270,13617577,98999784790
1722,032820,2017/12,590,83571839,49307385010
1722,044960,2012/12,2110,7095000,14970450000
1722,049120,2018/12,2105,24068137,50663428385
1722,083660,2020/12,2135,37072045,79148816075
1722,084180,2011/12,1655,8200000,13571000000
1722,088390,2019/12,6240,9350844,58349266560
1722,098660,2013/12,3005,5704365,17141616825
1722,109820,2014/12,2480,8440718,20932980640
1722,140890,2015/12,3995,9686000,38695570000
1723,030790,2014/12,665,31314442,20824103930
1723,031310,2012/12,945,15772574,14905082430
1723,052600,2015/12,3330,11563700,38507121000
1723,057880,2016/12,3085,15985742,49316014070
1723,069640,2019/12,4515,12909322,58285588830
1723,078780,2013/12,900,18960338,17064304200
1723,088290,2011/12,1390,9732774,13528555860
1723,134580,2021/12,8770,11250000,98662500000
1723,208710,2018/12,1835,27565606,50582887010
1723,217620,2020/12,2135,37001905,78999067175
1723,900180,2017/12,458,107630204,49294633432
1724,002690,2017/12,3265,15000000,48975000000
1724,012600,2015/12,6140,6270242,38499285880
1724,026910,2012/12,2325,6405405,14892566625
1724,046400,2013/12,1130,15058170,17015732100
1724,060540,2019/12,2225,26133306,58146605850
1724,065620,2020/12,15950,4951894,78982709300
1724,086060,2011/12,2195,6130000,13455350000
1724,181980,2014/12,13000,1600000,20800000000
1724,208860,2018/12,5350,9381540,50191239000
1724,234070,2016/12,13950,3533326,49289897700
1724,357250,2021/12,4900,20100000,98490000000
1725,001465,2012/12,68400,215385,14732334000
1725,004870,2020/12,1030,76680856,78981281680
1725,005305,2018/12,646000,77531,50085026000
1725,012410,2011/12,4425,3039165,13448305125
1725,014570,2021/12,8930,11000000,98230000000
1725,018700,2017/12,3520,13903900,48941728000
1725,043650,2019/12,3250,17858304,58039488000
1725,051390,2015/12,3385,11355368,38437920680
1725,067630,2013/12,1355,12538789,16990059095
1725,090150,2014/12,2150,9658393,20765544950
1725,195440,2016/12,16250,3030000,49237500000
1726,013700,2013/12,3760,4515228,16977257280
1726,023460,2017/12,1315,37200000,48918000000
1726,024800,2021/12,3140,31278618,98214860520
1726,039240,2018/12,1995,25000000,49875000000
1726,060260,2015/12,1560,24613919,38397713640
1726,060380,2014/12,2070,10000000,20700000000
1726,067010,2011/12,1790,7500000,13425000000
1726,078350,2019/12,5800,10000000,58000000000
1726,079650,2012/12,36800,400000,14720000000
1726,094840,2020/12,7540,10471840,78957673600
1726,115480,2016/12,3420,14394101,49227825420
1727,010600,2012/12,1190,12280426,14613706940
1727,020400,2011/12,27900,480000,13392000000
1727,037030,2021/12,5560,17611170,97918105200
1727,060230,2017/12,1210,40379182,48858810220
1727,071090,2015/12,19150,1999944,38298927600
1727,086060,2014/12,2945,7016917,20664820565
1727,087220,2016/12,680,72172928,49077591040
1727,096040,2013/12,848,20010807,16969164336
1727,101170,2018/12,3690,13500000,49815000000
1727,149300,2020/12,2895,27065584,78354865680
1727,277070,2019/12,4295,13500000,57982500000
1728,002800,2021/12,6450,15170500,97849725000
1728,003475,2013/12,1310,12912212,16914997720
1728,009810,2012/12,542,26301473,14255398366
1728,033600,2011/12,1160,11500000,13340000000
1728,053160,2014/12,3440,6000000,20640000000
1728,060540,2015/12,1955,19566971,38253428305
1728,067920,2018/12,4525,10996119,49757438475
1728,078600,2016/12,4400,11151285,49065654000
1728,095500,2020/12,3150,24815084,78167514600
1728,216400,2017/12,7090,6878176,48766267840
1728,302920,2019/12,19500,2957122,57663879000
1729,041060,2012/12,632,22527322,14237267504
1729,044380,2014/12,481,42900000,20634900000
1729,047770,2021/12,2585,37842602,97823126170
1729,065370,2020/12,17550,4453611,78160873050
1729,065440,2011/12,1380,9658100,13328178000
1729,101400,2013/12,2010,8404690,16893426900
1729,118000,2015/12,3605,10593793,38190623765
1729,139050,2016/12,2735,17936322,49055840670
1729,208350,2018/12,1280,38872668,49757015040
1729,246690,2019/12,2570,22421004,57621980280
1729,900110,2017/12,526,92565330,48689363580
1730,004135,2013/12,7800,2160000,16848000000
1730,008870,2020/12,78000,1000000,78000000000
1730,049720,2012/12,995,14300000,14228500000
1730,053950,2014/12,2050,10038514,20578953700
1730,057030,2018/12,3045,16312697,49672162365
1730,067630,2011/12,2395,5538789,13265399655
1730,081150,2016/12,2275,21492555,48895562625
1730,101360,2015/12,6200,6140000,38068000000
1730,106520,2019/12,765,75176914,57510339210
1730,250060,2017/12,1720,28230427,48556334440
1730,293580,2021/12,10200,9577000,97685400000
1731,000087,2014/12,18000,1130138,20342484000
1731,018620,2013/12,3820,4400000,16808000000
1731,027830,2020/12,1945,40000000,77800000000
1731,032580,2016/12,2370,20567273,48744437010
1731,033200,2015/12,2650,14331185,37977640250
1731,036480,2012/12,37400,380000,14212000000
1731,058220,2019/12,1585,36229223,57423318455
1731,089150,2017/12,2825,17150000,48448750000
1731,115500,2011/12,1105,12000000,13260000000
1731,221980,2018/12,12300,4034800,49628040000
1731,378850,2021/12,5140,18993623,97627222220
1732,020180,2017/12,1260,38428915,48420432900
1732,035200,2012/12,2285,6160000,14075600000
1732,046940,2011/12,903,14650592,13229484576
1732,065150,2021/12,779,125282405,97594993495
1732,070480,2013/12,1975,8404000,16597900000
1732,084870,2019/12,2750,20856819,57356252250
1732,086060,2016/12,5660,8610587,48735922420
1732,099520,2015/12,2685,14113383,37894433355
1732,117730,2020/12,6970,11158858,77777240260
1732,121850,2014/12,3105,6548048,20331689040
1732,263860,2018/12,5250,9444600,49584150000
1733,004100,2018/12,1350,36700000,49545000000
1733,007530,2012/12,2230,6292968,14033318640
1733,013700,2019/12,1270,45152280,57343395600
1733,016670,2021/12,973,100258024,97551057352
1733,036480,2016/12,127800,380000,48564000000
1733,036620,2014/12,1430,14194136,20297614480
1733,038010,2013/12,18400,900000,16560000000
1733,081940,2011/12,4940,2671730,13198346200
1733,094940,2020/12,11800,6574202,77575583600
1733,159650,2015/12,2535,14905929,37786530015
1733,263920,2017/12,6140,7876580,48362201200
1734,005360,2018/12,2620,18897307,49510944340
1734,008110,2016/12,4625,10490447,48518317375
1734,010640,2011/12,1310,10000000,13100000000
1734,018680,2019/12,6750,8485499,57277118250
1734,025440,2021/12,965,100971343,97437345995
1734,044060,2017/12,4885,9885656,48291429560
1734,069330,2015/12,3165,11887792,37624861680
1734,103230,2013/12,2285,7200000,16452000000
1734,104120,2012/12,794,17626262,13995252028
1734,140910,2014/12,5550,3628735,20139479250
1734,278380,2020/12,32400,2394060,77567544000
1735,033430,2011/12,375,34767686,13037882250
1735,036620,2013/12,1250,13086546,16358182500
1735,037760,2012/12,589,23734932,13979874948
1735,038620,2014/12,734,27402808,20113661072
1735,099410,2015/12,3430,10963002,37603096860
1735,139050,2020/12,1100,70396824,77436506400
1735,189860,2016/12,10000,4849390,48493900000
1735,214330,2017/12,4920,9765000,48043800000
1735,217500,2018/12,1555,31812000,49467660000
1735,263540,2019/12,7140,8021681,57274802340
1735,357550,2021/12,17850,5455000,97371750000
1736,010580,2013/12,590,27712680,16350481200
1736,021650,2015/12,3800,9890000,37582000000
1736,024910,2018/12,1380,35819005,49430226900
1736,054940,2019/12,1725,33173548,57224370300
1736,065500,2012/12,1235,11238727,13879827845
1736,068050,2016/12,4780,10130518,48423876040
1736,078650,2011/12,2080,6209603,12915974240
1736,123010,2021/12,1690,57521855,97211934950
1736,150840,2017/12,6670,7202178,48038527260
1736,153490,2020/12,1550,49900000,77345000000
1736,199150,2014/12,5000,4015598,20077990000
1737,003310,2020/12,2185,35392350,77332284750
1737,005670,2012/12,3410,4000000,13640000000
1737,007630,2013/12,548,29467995,16148461260
1737,044960,2011/12,1805,7095000,12806475000
1737,053660,2017/12,1360,35268653,47965368080
1737,073190,2014/12,3350,5984020,20046467000
1737,080520,2019/12,4870,11746609,57205985830
1737,085670,2016/12,3955,12227158,48358409890
1737,087600,2018/12,6040,8166558,49326010320
1737,093380,2015/12,3800,9879313,37541389400
1737,106190,2021/12,13700,7088782,97116313400
1738,002220,2015/12,18350,2040000,37434000000
1738,002290,2013/12,12950,1240000,16058000000
1738,019660,2021/12,2950,32911248,97088181600
1738,027580,2018/12,1740,28338585,49309137900
1738,033790,2016/12,4235,11411400,48327279000
1738,036480,2011/12,33600,380000,12768000000
1738,043580,2012/12,952,14317901,13630641752
1738,045060,2019/12,3375,16941974,57179162250
1738,058730,2020/12,5020,15400000,77308000000
1738,158310,2014/12,4735,4221000,19986435000
1738,260870,2017/12,10450,4589048,47955551600
1739,008370,2017/12,3995,12000000,47940000000
1739,035200,2014/12,3235,6160000,19927600000
1739,043590,2016/12,3710,13000000,48230000000
1739,060480,2018/12,4440,11090000,49239600000
1739,060540,2013/12,1300,12322319,16019014700
1739,064820,2019/12,2170,26335747,57148570990
1739,138610,2012/12,4000,3364561,13458244000
1739,140910,2011/12,5920,2134550,12636536000
1739,147830,2015/12,4710,7932320,37361227200
1739,246250,2020/12,11300,6840603,77298813900
1739,347700,2021/12,9580,10119770,96947396600
1740,004590,2021/12,6450,15000000,96750000000
1740,008775,2015/12,49500,751879,37218010500
1740,054180,2020/12,1765,43760276,77236887140
1740,056000,2013/12,1480,10782000,15957360000
1740,060540,2011/12,1350,9270292,12514894200
1740,081940,2012/12,5030,2671730,13438801900
1740,109740,2014/12,3055,6500000,19857500000
1740,123750,2018/12,3860,12746297,49200706420
1740,158310,2017/12,6830,7018360,47935398800
1740,229480,2016/12,4555,10574513,48166906715
1740,313760,2019/12,11750,4862000,57128500000
1741,008260,2021/12,3375,28600117,96525394875
1741,013000,2019/12,1990,28705031,57123011690
1741,025270,2011/12,15500,800000,12400000000
1741,026150,2015/12,3710,9994814,37080759940
1741,041440,2020/12,4300,17915944,77038559200
1741,048870,2014/12,1245,15812082,19686042090
1741,060540,2017/12,1910,24998547,47747224770
1741,066430,2016/12,1535,31378891,48166597685
1741,069920,2013/12,1270,12529936,15913018720
1741,093640,2012/12,2150,6244976,13426698400
1741,264660,2018/12,11700,4202740,49172058000
1742,008470,2016/12,5730,8404800,48159504000
1742,010660,2017/12,21700,2200000,47740000000
1742,018680,2018/12,5780,8485499,49046184220
1742,073930,2011/12,1265,9790064,12384430960
1742,081150,2019/12,2350,24268402,57030744700
1742,091340,2014/12,2485,7900000,19631500000
1742,107640,2013/12,4300,3700000,15910000000
1742,109960,2012/12,3535,3795000,13415325000
1742,123010,2020/12,1555,49368941,76768703255
1742,147760,2021/12,8920,10819866,96513204720
1742,187270,2015/12,4955,7469661,37012170255
1743,000650,2021/12,67300,1429220,96186506000
1743,005257,2012/12,15800,845990,13366642000
1743,006125,2020/12,56500,1358455,76752707500
1743,023960,2016/12,4730,10176982,48137124860
1743,033600,2013/12,1380,11500000,15870000000
1743,049720,2014/12,1370,14300000,19591000000
1743,052190,2019/12,1245,45801509,57022878705
1743,083600,2011/12,4730,2607905,12335390650
1743,098660,2015/12,4410,8375026,36933864660
1743,131090,2018/12,1360,36000000,48960000000
1743,191410,2017/12,5600,8522980,47728688000
1744,043200,2012/12,2165,6135915,13284255975
1744,058450,2013/12,1620,9780000,15843600000
1744,086670,2015/12,4530,8146529,36903776370
1744,092300,2017/12,3330,14317308,47676635640
1744,106080,2016/12,3490,13779024,48088793760
1744,123300,2011/12,1845,6670000,12306150000
1744,156170,2014/12,6100,3204540,19547694000
1744,196450,2021/12,2330,41232626,96072018580
